MusteriKodu;MusteriBolge1;MusteriBolge2;MusteriBolge3;MusteriBolge4;SatisKanali;lisansNo;SatisHacmi;DiageoSatisHacmi;RutAdi;RutgrupKod;SatisTemsilcisi;StTakipKod;SatisSefi;SonGuncellenmeZamani;DDegeri;RDegeri;HDegeri;BiletEtkinlik;OrtalamaHarcamaTutari;KuverSayisi;IsbirligiDuzeyi;HerseyDahil;KisMevsimi;OtelTipi;YatakSayisi;YillikMisafir;MusteriUnvan;MusteriTabelaAdi;MusteriCesidi;Adres;lat;lng;MusteriProfili;MapProfileScore;MapPopulationScore;Mapin Segment;not;username;Url detay; url
709553;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ATAŞEHİR;MODERN;34392674Aİ;S5;D5;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D2;R0;H0;Etkinlik Var;0-499 TL;100-199;Düşük;;;;;;EFK INSAAT TURIZM VE SANAYI AS ;COOKSHOP METROPOL;Modern Pub & Bistro;Atatuek mah. Ertugrul gazi sok. No 2tk/11 metropo istanbul d1 blok atasehir istanbul;40,9939439;29,1209969;AB;80,3441;78,1165;D2-B;;cookshoptr;var;https://maps.google.com/?cid=8970904079910919770
438688;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34284204Aİ;S3;D2;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;100-199;Düşük;;;;;;ORTA KAHVE TURİZM SAN.TİC.LTD.ŞTİ.;İNCİR PUB;Modern Pub & Bistro;CAFERAĞA MAH. KADİFE SK.NO:20/A KADIKÖY;40,9865361;29,0265045;AB;65,5602;63,1007;D3-C;;incirkadikoy;var;https://maps.google.com/?cid=88496457384855190
941916;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288174Aİ;S1;D1;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Var;0-499 TL;0-99;Düşük;;;;;;BALİNA RESTAURANT İŞLETMELERİ TİC LTD ŞTİ;BOA KADIKÖY ;Gece Kulübü;OSMANAĞA MAH SARASKER CAD NO 51/A/1 KADIKOY ISTAN  UL;40,98986000;29,02616700;C;70,101;67,235;D3-B;;club.boa;var;https://maps.app.goo.gl/hRLFuXsh61iG3aJ58
702615;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ATAŞEHİR;MODERN;34392351Aİ;S5;D4;Presell On Hospitality Avrupa2 Kayıkçı Bölgesi;2536;Hospitalty Yedek 1;8072;ST Yöneticisi 7 ;;D2;R0;H0;Etkinlik Yok;500-999 TL;400+;Orta;;;;;;Aydeka kafe restoran otel ısl. ve inş. A.ş. istanbul şube ;Happy Moons Bulvar216;Modern Pub & Bistro;Barbaros mh mor zambak sok no:9B/10 Bulvar216 B Bok;41,01429540;29,05632800;AB;80,3504;88,0384;D2-B;;explore;var;https://maps.app.goo.gl/QMq7A2f9w5WVd8vWA
719629;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ÜSKÜDAR;MODERN;3428010772Aİ;S3;D2;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;R0;H0;Etkinlik Var;2.000+ TL;200-399;Yüksek;;;;;;MB KAFE RESTORAN ORGANİZASYON A.Ş.;RİSEN FALL;Gece Kulübü;SUADİYE MAH. PLAJ YOLU SOK. NO :27 KADIKÖY / İSTANBUL;41,1130628;29,0211062;A+;91,0792;62,9006;D3-A;Kontrol EDİLMEDİ;risenfallsuadiye;var;https://maps.google.com/?cid=6680391930476230109
703093;Telesales Kanal Md.;Telesales OnTrade;İstanbul Anadolu;KADIKÖY;MODERN;34284964Aİ;S5;D4;Presell Asya Kayıkçı Telesell OnTrade Bölgesi;2825;Asya Kayıkçı Telesell OnTrade;8250;Telesell Şef;;D4;;;Etkinlik Yok;0-499 TL;0-99;Orta;;;;;;ERDEM AKBAL;KASEROL SOCAIL;Modern Pub & Bistro;Rasimpaşa Mahallesi Duatepe Sokak. No:30;40,9955444;29,029013;C;64,744;50,5346;D4-C;;kaserolsocial;var;https://maps.google.com/?cid=6454771401028966638
433370;Ulusal On-Trade Kanal MD.;Asya OT;Istanbul Anadolu;KADIKÖY;TRADİTİONAL;34284964Aİ;S4;D3;Presell On Kadiköy Bölgesi;2094;Bertan Acabay;7029;Erkan Çoban;;;R0;;;0-499 TL;0-99;;;;;;;DALLAS BIRA SALONU;DALLAS BIRAHANESI;Dg.Tra(Pav,Birah, A.Bir,Sos.T);DUATEPE Sk. 30 Kadiköy / ISTANBUL;40,9955444;29,029013;DE;;;R0-B;;kaserolsocial;var;https://maps.google.com/?cid=6454771401028966638
702959;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34288152Aİ;S3;D4;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;;R3;;Etkinlik Yok;1.000 -1.999 TL;100-199;Orta;;;;;;MACCA RESTAURANT TURAN KORUCU;MACCA RESTAURANT;Balık;KOZYATAĞI MAH. HÜSEYİN ÇELİK SOK.TOPALOĞLU İŞ MER. KADIKÖY / İSTANBUL;40,96769740;29,10205460;AB;66,8456;63,1942;R3-C;;maccabalik;var;https://maps.app.goo.gl/zAzty569na9gZzJ99
701597;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ÜSKÜDAR;MODERN;3434004818Aİ;S3;D3;Presell On Hospitality Avrupa2 Kayıkçı Bölgesi;2536;Hospitalty Yedek 1;8072;ST Yöneticisi 7 ;;D1;R0;H0;Etkinlik Yok;500-999 TL;400+;Yüksek;;;;;;Numnum restoran işletmeciliği ticaret anonim sirketi;NUM NUM CAPITOL;Modern Pub & Bistro;Altunizade mah. Mahir iz cad. No :4/1/129 USKUDAR;41,02069995;29,03866835;AB;71,7806;86,8284;D1-B;Bulunamadı;numnumcafe;var;https://maps.app.goo.gl/eDD33YqNqEBnxBVy6
701112;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;3439003138Aİ;S3;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;0-499 TL;0-99;Orta;;;;;;Mahbee iç ve dış dahili tic ltd sti;BABANIN YERİ;Geleneksel Birahane;;41,00181380;29,09926630;AB;67,1434;61,7228;R3-C;Bulunamadı;;var;https://maps.app.goo.gl/n5hxiGVm6oe63BTv7
1000013764;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428009693Aİ;S3;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Var;0-499 TL;100-199;Düşük;;;;;;DMR RESTORAN GIDA TURIZM VE İNŞAAT SAN VE TİC.LTD.ŞTİ.;ECHOES;Modern Pub & Bistro;CAFERAĞA MH KADİFE SK NO 21/1;40,98666376;29,02671300;AB;79,6505;62,457;D3-B;;echoes.ist;var;https://maps.app.goo.gl/bdVVXmUXwMKBvY4F9
962777;Telesales Kanal Md.;Telesales OnTrade;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34289305Aİ;S3;D4;Presell Asya Kayıkçı Telesell OnTrade Bölgesi;2825;Asya Kayıkçı Telesell OnTrade;8250;Telesell Şef;;;R4;;Etkinlik Yok;500-999 TL;0-99;Orta;;;;;;İDİL RESTAURANT GIDA TURZ.İNŞ.LTD.ŞTİ.;KEÇİ BOSTANCI;Yeni Nesil Meyhane;BOSTANCI MAH. BAĞDAT CD. NO 542 KADIKOY ISTANBUL ;40,95352937;29,09469824;C;67,1815;49,6438;R4-C;;kecibarperformans;var;https://maps.app.goo.gl/yXn5yAe4wWV4x4eg8
1000020804;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428009962Aİ;S3;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D2;R0;H0;;;200-399;;;;;;;BOS GRUP TURIZM GIDA İŞLETMECİLİĞİ SAN VE TİC A.Ş.;PIGALLE SUADIYE;Kokteyl Bar;SUADİYE MH PLAJ YOLU SK NO 12A ;40,957578;29,0810371;AB;92,5596;78,4797;D2-A;;pigalleistanbul;var;https://maps.google.com/?cid=16223128715718775207
703024;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;3439003228Aİ;S3;D3;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D2;R0;H0;Etkinlik Var;2.000+ TL;200-399;Yüksek;;;;;;Szn gıda ve turizm işletmeciliği anonim şirketi;ENDOFF;Gece Kulübü;Barbaros mah şebboy sokağı no2f /33 ziylan Waltergarden istanbul a blok;40,99823660;29,10054740;AB;89,5993;75,0305;D2-A;;muammaatasehir;var;https://maps.app.goo.gl/hBVdZBMUq1ESdJEu6
712604;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ÜMRANİYE;TRADITIONAL;3439003291Aİ;S2;D3;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;D0;R2;H0;Etkinlik Var;1.000 -1.999 TL;100-199;Orta;;;;;;Szn Gıda ve Tur. İşl. A.Ş.;MUAMMA PLUS ;Yeni Nesil Meyhane;Barbaros mah şebboy sokağı no 2 ;40,99834593;29,10065252;AB;77,8913;79,351;R2-B;;muammaatasehir;var;https://maps.app.goo.gl/koE6W5WM2VrWjRkk6
930971;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;3439002763Aİ;S5;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R3;;Etkinlik Yok;500-999 TL;100-199;Orta;;;;;;HASAN TİMÜR ;EMONUN YERİ ;Kebap;ATATÜR MAH. ATAŞEHİR BULVARI NO:10/61 ;41,0646859;28,9791903;C;67,1815;61,7238;R3-C;Bulunamadı;;var;https://maps.google.com/?cid=16035516153855741301
806792;Telesales Kanal Md.;Telesales OnTrade;İstanbul Anadolu;KADIKÖY;MODERN;34285110Aİ;S5;D4;Presell Kayıkçı Telesell OnTrade Bölgesi;2654;Kayıkçı Telesell Ontrade;7735;Telesell Şef;;D4;;;Etkinlik Yok;0-499 TL;0-99;Orta;;;;;;BRİSTOL CAFE;BRİSTOL CAFE;Modern Pub & Bistro;SARRAFALİ CAD. NO.33/1 KADIKOY ISTANBUL;40,98820494;29,02354660;C;66,9576;53,6629;D4-C;;bristolhostelpub;var;https://maps.app.goo.gl/42p8ncGoSP3Kjnn28
939336;Telesales Kanal Md.;Telesales OnTrade;İstanbul Anadolu;KADIKÖY;MODERN;34288140Aİ;S5;D5;Presell Kayıkçı Telesell OnTrade Bölgesi;2654;Kayıkçı Telesell Ontrade;7735;Telesell Şef;;D4;;;Etkinlik Yok;0-499 TL;0-99;Orta;;;;;;BRİSTOL CAFE 2;BRİSTOL CAFE 2;Modern Pub & Bistro;CAFERAĞA MAH SARRAFALİ SOK NO 24/A KADIKOY ISTANBUL;40,98818;29,0235717;C;64,744;50,9608;D4-C;;bristolhostelpub;var;https://maps.google.com/?cid=15302200765795577189
712807;Telesales Kanal Md.;Telesales OnTrade;İstanbul Anadolu;KADIKÖY;MODERN;3428010581Aİ;S5;D4;Presell Kayıkçı Telesell OnTrade Bölgesi;2654;Kayıkçı Telesell Ontrade;7735;Telesell Şef;;D4;R0;H0;Etkinlik Var;500-999 TL;200-399;Yüksek;;;;;;CM TURIZM SAN. VE TIC. LTD. STI;ÖRDEK;Modern Pub & Bistro;Caferağa Mahallesi Tellalzade Sokak. No:14/A KADI OY/ISTANBUL;40,989374;29,025604;AB;64,46;51,8226;D4-C;Bulunamadı;;var;https://maps.google.com/?cid=13242100210608600917
931697;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288625Aİ;S5;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D4;R0;H0;Etkinlik Yok;0-499 TL;0-99;Düşük;;;;;;SBK OTOMOTIV GIDA TURIZM INSAAT TICARET LIMITED SIRKETI - TENEKE CAFE;YAKIN BAR;Modern Pub & Bistro;OSMANAĞA MH. PİRİÇAVUŞ SK. NO:48/A/1 KADIKOY ISTANBUL;40,98879700;29,02753600;AB;72,5352;52,116;D4-B;Bulunamadı;yakinkadikoy;var;https://maps.app.goo.gl/pvLm3VJdWhSz9tLK9
944307;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ÜMRANİYE;TRADITIONAL;34335694Tİ;S1;D4;Presell On Hospitality Avrupa2 Kayıkçı Bölgesi;2536;Hospitalty Yedek 1;8072;ST Yöneticisi 7 ;;D0;R1;H0;Etkinlik Yok;500-999 TL;400+;Yüksek;;;;;;GÜNAYDIN ÜRETİM VE LOJİSTİK AŞ.;Dream-GÜNAYDIN ÜRETİM VE ;Balık;SARAY MAH.YÜCEDAĞ SOK NO 2A/A ÜMRANİYE ÜMRANIYE ISTANBUL ÜMRANIYE ISTANBUL;41,03714400;29,11544700;A+;93,514;87,426;R1-A;;gunaydinet;var;https://maps.app.goo.gl/ZFDq2ZYVgXdeo8tr6
705266;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34289114Aİ;S5;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;;;0-99;;;;;;;GÖKSARI KAFE GIDA INS. TUR. OTO. ITH. VE IHR. SAN VE TIC. LTD. STI.;THE BLACK BULL;Modern Pub & Bistro;Caferağa Mahallesi Sarraf Ali Sokak No:34A/6 KADIÖY ISTANBUL;40,98823020;29,02367570;C;66,8491;61,8643;D3-C;;theblackbull34;var;https://maps.app.goo.gl/ysgVu53SBYqQqkS3A
711444;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;KADIKÖY;MODERN;3428010531Aİ;S3;D3;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D3;R0;H0;Etkinlik Var;500-999 TL;100-199;Yüksek;;;;;;Divan turizm işletmeleri anonim şirketi divan pub caddebostan;DİVAN PUB CADDEBOSTAN ;Modern Pub & Bistro;Caddebostan mh caddebostan iskele sk no:26/A kadıöy istanbul;40,96457010;29,06572820;A+;93,5137;61,8369;D3-A;;explore;var;https://maps.app.goo.gl/xBCZHpLoxvgGmw74A
896727;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34286300Aİ;S3;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;0-499 TL;100-199;Yüksek;;;;;;KAMU YARARINA ÇALIŞIR DEMİR YOL EMEK.SOS.YARD.DER.;TCDD KIZILTOPRAK;Geleneksel Meyhane;KIZILTOPRAK TREN İSTASYONU YANI NO.BİLA KADIKOY ISTANBUL;40,98453213;29,04210763;C;66,6879;64,8421;R3-C;;tcddemeklilerilokali;var;https://maps.app.goo.gl/w4F5KqEv6nUaJcgEA
719597;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010773Aİ;S1;D2;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;D0;R2;H0;Etkinlik Var;2.000+ TL;200-399;Yüksek;;;;;;DEM ORGANİZASYON HİZMETLERİ TİC.LTD.ŞTİ.;ALAÇATI KAFASI;Yeni Nesil Meyhane;SUADİYE MAH. PLAJ YOLU SOK. NO:27 KADIKÖY / İSTANBUL;40,95662760;29,08049380;A+;91,0793;72,3766;R2-A;;;var;https://maps.app.goo.gl/vH9NhjLath2L9Nqm9
713289;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;3439003330Aİ;S3;D5;Presell On Hospitality Avrupa2 Kayıkçı Bölgesi;2536;Hospitalty Yedek 1;8072;ST Yöneticisi 7 ;;D0;R2;H0;Etkinlik Yok;1.000 -1.999 TL;100-199;Yüksek;;;;;;Büyük şefler gıda turizm tekstil danışmanlık organizasyon eğitim sanayi ve ticaret anonim şirketi;BUSELİK WATERGARDEN;Geleneksel Meyhane;Barbaros mh ahlat sk no:2C/14,15,16,17,18,19 Wategarden C Blok Ataşehir istanbul;40,99783710;29,09998160;AB;77,8914;72,737;R2-B;;buselikteyiz;var;https://maps.app.goo.gl/SPyXJ2ycdTASfHJQ7
713026;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;3439003321Aİ;S3;D5;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;1.000 -1.999 TL;0-99;Orta;;;;;;EROK RESTORAN TİC LTD ŞTİ;ALAÇATI BALIKÇISI;Geleneksel Meyhane;Atatürk mah sedef caddesi no 2/2A/2 B BLK  ;40,99088660;29,11634730;AB;77,8334;61,9476;R3-B;;alacatibalik;var;https://maps.app.goo.gl/TAoFSBvxKmQvAEwj6
908224;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288263Aİ;S3;D3;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;0-99;Orta;;;;;;CEVIZ ALTI GIDA REST. TUR. INS. SAN. TIC. LTD - CEVİZ ALTI GIDA REST. TURİZM;BUMPS;Modern Pub & Bistro;OSMANAĞA MAHALLESİ PİRİÇAVUŞ SOKAK NO 20/1 KADIKO Y ISTANBUL;40,98895600;29,02809500;C;63794;61726;D3-C;Bulunamadı;;var;https://maps.app.goo.gl/pMEYyn8wb6mas5NY8
713742;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ÜSKÜDAR;MODERN;3428010540Aİ;S5;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;R0;H0;Etkinlik Var;1.000 -1.999 TL;100-199;Düşük;;;;;;KMK GÖSTERİ VE ORGANZ.TİC.LTD.ŞTİ.;KMK SANAT;Modern Pub & Bistro;ERENKÖY MAH. KAZIM KARABEKİR SOK. NO:8/1 KADIKÖY  İSTANBUL;40,96790280;29,07923870;C;67,4418;61,4936;D3-C;;kmksanat;var;https://maps.app.goo.gl/SCLKRzLLr2oXnBGv8
719345;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010626Aİ;S4;D5;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;YAPI KREDİ BANKASI A.Ş. EMEKLİLERİ SOSYAL YARD. DERN.;YAPI KREDİ EMEKLİLER LOKALİ;Askeri Birlik-Sosyal Tesis;Caferağa Mah. Albay Faik Sözdener Cad. No:17/5 Ka t:4 ;40,98964360;29,02237730;AB;67,3739;61,5896;R3-C;;ykbdernekkadikoylokalileylek;var;https://maps.app.goo.gl/nPzPN8LHBvye1MpQ7
712029;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34286164Aİ;S2;D5;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R4;H0;Etkinlik Var;500-999 TL;0-99;Orta;;;;;;Nurettin Yarimdağ;YILDIZ BAR;Geleneksel Birahane;Rıhtım Caddesi Misak-ı Milli Sokak No:17/B;40,99327890;29,02579720;C;55,9625;49,9658;R4-D;Bulunamadı;;var;https://maps.app.goo.gl/megqRgJYDnAEQS4y7
713062;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34284294Aİ;S4;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;1.000 -1.999 TL;100-199;Düşük;;;;;;BELLA TURİZM VE REKLAM HİZ. TİC.LTD.ŞTİ.;AYI ŞAŞKINBAKKAL;Modern Pub & Bistro;ŞAŞKINBAKKAL KAZIM ÖZALP SK. NO:36 KADIKÖY / İSTA BUL;40,96123250;29,07492020;AB;76,7603;62,2302;D3-B;;ayisaskinbakkal;var;https://maps.app.goo.gl/grLBEaKGwdb2sd2v8
711478;Telesales Kanal Md.;Telesales OnTrade;İstanbul Anadolu;ATAŞEHİR;MODERN;34392730Aİ;S5;D4;Presell Asya Kayıkçı Telesell OnTrade Bölgesi;2825;Asya Kayıkçı Telesell OnTrade;8250;Telesell Şef;;D4;R0;H0;Etkinlik Yok;500-999 TL;0-99;Orta;;;;;;BRIGHTON GIDA ISLETMELERI LIMITED SIRKETI - CAFE BRİGHTON;BOOZ;Modern Pub & Bistro;KAYIŞDAĞI MAH. BAYKAL CAD. NO:30;40,97552190;29,15399560;AB;63,8068;49,857;D4-C;;boozbrasserie;var;https://maps.app.goo.gl/cUSCLjZc8CeiJJUp6
719320;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010761Aİ;S3;D3;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;1.000 -1.999 TL;100-199;Orta;;;;;;Hamo Gıda Turizm İnşaat Otomotiv San. Ve Tic. Ltd. Şti.;MASHA PLUS;Modern Pub & Bistro;Acıbadem mahallesi iş bankası konut sitesi sokak no:1/b/1;41,00061112;29,03737452;C;76,4315;62,2715;D3-B;;masha.pluss;var;https://maps.app.goo.gl/GGqG9PYEfYmigMVe8
712527;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010562Aİ;S3;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D2;R0;H0;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;Akko Batu Gıda Ve Turizm Anonim Şirketi;RISTORANTE UMBERTO;Fine Dining (D.Mutf-Şar.Evi);Caddebostan mh prof dr. hulusi bebçet cd no:8A/T,  kadıköy;40,96805940;29,05736240;A+;93,5135;73,4422;D2-A;;ristoranteumberto;var;https://maps.app.goo.gl/c3TJLDpGYJjxJJWy6
1000022658;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010019Aİ;S4;D3;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D2;R0;H0;Etkinlik Yok;0-499 TL;200-399;Yüksek;;;;;;MLSBİRBEŞYEDİ KAFE REST.LOK.TURZ.VE TİC.LTD.ŞTİ.;FİL GARDEN;Kokteyl Bar;CAFERAĞA MH ALBAY FAİK SÖZDENER CD NO 9B/1;40,99003290;29,02247172;C;64,1159;73,4206;D2-C;;filcocktail;var;https://maps.app.goo.gl/2tkiQ4vfRMWYDEzn8
433331;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34281050Aİ;S4;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Var;500-999 TL;100-199;Düşük;;;;;;TRIADA TURİZM TİC.LTD.ŞTİ.;ARKA ODA;Modern Pub & Bistro;KADİFE Sk. 18 CAFERAĞA Kadıköy / İSTANBUL;40,98659300;29,02653000;AB;79,815;67,483;D3-B;;incirkadikoy;var;https://maps.app.goo.gl/drCRSk5UYV9fm9cPA
719718;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010776Aİ;S3;D3;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Var;500-999 TL;200-399;Yüksek;;;;;;KAHVERENGİ TURİSTİK İŞLETMELER ANONİM ŞİRKETİ ;KAHVERENGİ;Modern Pub & Bistro;CAFERAĞA MAH. MİRALAY NAZIM SOK. NO:23/A;40,219466;28,97239;AB;63,7162;67,1324;D3-C;;kahverengicafe;var;https://maps.google.com/?cid=5998625105656443817
712601;Telesales Kanal Md.;Telesales OnTrade;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;3439002965Aİ;S4;D4;Presell Asya Kayıkçı Telesell OnTrade Bölgesi;2825;Asya Kayıkçı Telesell OnTrade;8250;Telesell Şef;;D0;R4;H0;Etkinlik Yok;0-499 TL;0-99;Düşük;;;;;;ROYAL DAVET ETKİNLİKVE GAYRİMENKUL DANIŞMANLIĞI TİC. A.Ş.;Burger pub ;Askeri Birlik-Sosyal Tesis;;40,99267905;29,12195597;C;;;R4-C;;burgerpub.atasehir;var;https://maps.app.goo.gl/zPKc5bzxiYdiCvZv8
712694;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;34390667Aİ;S3;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;D0;R4;H0;Etkinlik Yok;0-499 TL;0-99;Düşük;;;;;;METİN GÜNEŞ;DERYA OCAKBAŞI -PALA REST ;Geleneksel Birahane;KÜÇÜKBAKKALKÖY MAH BAŞÖĞRETMEN CADDESİ NO 25/A;40,98111300;29,11272548;C;66,2736;57,7533;R4-C;;palapubocakbasi;var;https://maps.app.goo.gl/ZR4NR7QLD6eMAhhL6
720621;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288940Aİ;S5;D5;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;LESTAT TURİZM YATIRIMLARI ANONİM ŞİRKETİ;KİRPİ SUADİYE ;Modern Pub & Bistro;SUADİYE MAH. BAĞDAT CAD. KARDEŞLER APT NO:425/1 SUADİYE KADIKÖY İSTANBUL ;40,95995120;29,08090300;AB;62,517;62,9048;D3-C;;;var;https://maps.app.goo.gl/YSfUpMkRBFKKrExn6
